x,y
0.840207631699741,1.89585945568979
4.03758199536242,1.86640488449484
1.92471175687388,0.851453214418143
1.63867158582434,2.26653661811724
3.0105033738073,1.29206980229355
3.02197027020156,1.68132976163179
0.623167221201584,4.44791517336853
1.47300462122075,1.00973149412312
2.88804959505796,2.89593021385372
3.15489637199789,1.0381601494737
2.56007948773913,1.40734396176413
2.52511957078241,3.93140602041967
2.67017676727846,0.86509674671106
2.7862471784465,2.85373759106733
4.33959743822925,2.09641481633298
4.14854346658103,1.33811082574539
0.557245766976848,0.239047209033743
3.51844179444015,0.517465269658715
4.48744132183492,1.57015727832913
1.39866276877001,4.00320531101897
1.14100940641947,1.14662347710691
0.0766494625713676,1.06499220361002
0.644907793030143,4.38550452934578
0.466909642564133,4.96610981645063
1.18442503735423,4.22123509924859
3.95573704736307,4.5521827461198
2.99865782842971,2.35634866170585
4.55073855468072,1.12209204002284
2.80212276964448,0.639073282945901
3.77852384583093,1.39841756201349
